code_epci,libepci,n_communes,n_ecoles_c108,n_equipements,n_carreaux,pop_insee,pct_habitat_zone_ecole_15,pct_equipements_zone_ecole_15
200000172,CC Faucigny-Glières,7,13,160,820,24276,87.37,97.5
200000438,CC du Pays de Pontchâteau Saint-Gildas-des-Bois,9,18,194,2110,34667,60.35,90.72
200000545,CC des Portes de Romilly-sur-Seine,6,10,129,352,17510,98.75,94.57
200000628,CC Rhône Lez Provence,5,5,170,1047,24362,62.94,63.53
200000800,CC Coeur de Sologne,6,4,91,570,9554,60.54,63.74
200000925,CC de la Plaine Dijonnaise,22,6,154,579,20846,27.26,24.68
200000933,CC Sauldre et Sologne,13,8,129,1118,12760,66.16,71.32
200004802,CC du Pays de Fayence,9,6,231,1858,27002,29.08,37.23
200005932,CC des Portes de Sologne,7,6,112,887,15157,76.05,84.82
200005957,CC de la Région de Rambervillers,30,7,127,694,11712,58.71,56.69
200006682,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",53,21,447,1752,47066,67.62,63.98
200006716,CC du Nogentais,23,9,119,599,15176,59.54,64.71
200006930,CC du Haut-Allier,10,5,77,398,4190,68.79,75.32
200006971,CC du Perche,20,9,170,1219,14802,66.18,72.94
200007052,CC de la Marche Berrichonne,9,2,75,1068,4804,15.27,25.33
200007177,CC Pays de Nérondes,12,2,52,505,4068,39.91,51.92
200010650,CA du Grand Dole,47,23,435,1519,51216,76.57,77.7
200010700,CA Caux Seine Agglo,50,24,484,2956,67004,50.02,57.64
200011773,CA Annemasse-les Voirons-Agglomération,12,23,409,897,58970,93.81,93.89
200011781,CC Portes du Berry entre Loire et Val d'Aubois,12,8,70,798,9066,49.09,55.71
200012060,CC Petite Montagne,23,3,85,583,5940,18.96,31.76
200013050,CC Sauer-Pechelbronn,24,15,152,574,15192,81.75,69.74
200015162,CC de l'Oriente,22,2,64,590,4200,11.03,12.5
200016905,CC du Pays de Lamastre,11,7,71,939,5946,60.05,80.28
200017341,CC Lodévois et Larzac,28,8,154,820,14308,69.16,66.88
200017846,CA Étampois Sud-Essonne,37,9,359,1214,51216,47.35,41.5
200018083,CC de Desvres-Samer,31,11,150,1258,19580,63.57,71.33
200018166,CC Le Grésivaudan,43,25,643,2926,93355,50.93,50.7
200018406,CC du Romorantinais et du Monestois,15,9,242,1756,30734,58.17,66.12
200018521,CC du Val de Bouzanne,12,2,58,917,5465,17.15,29.31
200018653,CA Cap Excellence,3,16,950,0,0,,83.68
200022986,CC du Grand Pic Saint-Loup,36,9,309,1648,48796,16.73,16.83
200023075,CC du Pays de Maîche,43,10,181,1080,17302,47.19,45.86
200023125,CC Les Portes Briardes entre Villes et Forêts,5,4,237,418,40252,71.83,68.35
200023240,CC Pays de Nemours,21,12,188,673,26908,74.6,81.38
200023299,CC Coeur de Tarentaise,6,9,120,293,7955,87.35,77.5
200023307,CA du Grand Villeneuvois,19,11,331,3237,41976,55.37,60.42
200023372,CC de la Vallée de Chamonix-Mont-Blanc,4,8,101,523,13704,81.24,90.1
200023414,Métropole Rouen Normandie,71,66,2439,4662,383354,65.57,70.23
200023620,CC de la Gascogne Toulousaine,14,5,147,1312,21384,36.99,52.38
200023737,CA du Grand Cahors,36,22,372,2956,35712,70.63,70.7
200023778,CC du Pays de Saint-Gilles-Croix-de-Vie,14,20,290,2239,53705,73.41,82.41
200023794,CC de Blaye,21,14,151,1365,18008,71.68,78.15
200023919,CC Gâtinais Val de Loing,20,7,132,884,17793,15.16,18.94
200026573,CC Haut-Jura Saint-Claude,22,8,189,960,18500,61.21,62.96
200027027,CC Arc Sud Bretagne,12,19,216,2139,27260,66.14,80.56
200027076,CC Arnon Boischaut Cher,18,2,85,761,7280,22.8,28.24
200027100,CC Méditerranée Porte des Maures,6,4,288,1719,41113,30.74,31.6
200027183,CU Perpignan Méditerranée Métropole,36,24,1670,3263,255348,51.95,54.85
200027217,CC Sarlat-Périgord Noir,13,9,163,1729,13322,50.15,60.74
200027308,CC d'Auberive Vingeanne et Montsaugeonnais,51,8,151,728,7970,26.66,36.42
200027548,CC des Savanes,4,3,188,0,0,,62.77
200029734,CC des 4B Sud Charente,40,12,201,2478,16802,37.61,49.25
200029999,CC Rives de l'Ain - Pays du Cerdon,14,9,120,601,13865,68.5,81.67
200030195,Métropole Nice Côte d'Azur,49,91,3133,5271,520528,91.74,88.48
200030385,CA de Blois Agglopolys,43,32,744,3353,98836,65.08,65.46
200030435,CC d'Aire-sur-l'Adour,22,3,127,1483,11840,34.45,36.22
200030526,CC du Ried de Marckolsheim,18,10,152,529,19740,46.7,42.76
200030633,CC du Caudrésis et du Catésis,46,40,427,1557,58532,78.38,78.45
200030658,CC du Trièves,27,8,142,976,9268,35.26,45.77
200030674,CA Val de Garonne Agglomération,43,28,529,4893,52300,66.56,68.62
200032514,CC Berry-Loire-Vauvise,14,5,52,670,4812,42.65,63.46
200033025,CA de Bar-le-Duc - Sud Meuse,33,17,279,891,30292,78.86,72.04
200033090,CC Plaines et Monts de France,20,13,128,434,22912,86.95,82.03
200033116,CC Cluses-Arve et Montagnes,10,13,290,916,40730,78.6,84.14
200033173,CC de la Haute Vallée de Chevreuse,10,6,125,507,21726,50.6,60.0
200033181,CA Chartres Métropole,66,38,823,2437,121046,68.74,65.49
200033207,CC Vierzon-Sologne-Berry,10,10,208,1124,28886,72.9,77.88
200033298,CC des Coëvrons,29,23,251,2838,25050,66.91,80.48
200033579,CU d'Arras,46,39,640,1469,90790,86.69,84.69
200033827,CC de Fium'orbu Castellu,13,1,111,842,9505,2.06,4.5
200033868,CC des Ballons des Hautes-Vosges,8,9,125,991,13252,85.75,92.8
200034023,CC Tarn-Agout,22,14,223,1812,30449,67.06,77.13
200034031,CC des Monts d'Alban et du Villefranchois,14,8,87,975,5541,52.63,75.86
200034049,CC Centre Tarn,11,7,93,1304,10234,47.06,68.82
200034056,CC du Lautrécois et du Pays d'Agout,28,11,120,1870,12718,44.89,67.5
200034064,CC du Cordais et du Causse (4 C),19,4,66,806,3806,33.68,57.58
200034098,CC des Montagnes du Giffre,8,8,99,908,11713,68.41,88.89
200034130,CC Gally Mauldre,11,9,120,512,21758,84.65,84.17
200034197,CC de Montaigne Montravel et Gurson,18,8,92,1477,10458,49.26,70.65
200034205,CC de la Costa Verde,23,6,95,619,6518,48.7,47.37
200034270,CC du Pays de Barr,20,13,178,552,22340,65.29,70.22
200034379,CC Pays d'Uzès,32,14,267,1527,27148,71.27,67.04
200034411,CC du Piémont Cévenol,34,9,214,1353,20371,30.94,37.85
200034601,CC Causses Aigoual Cévennes,15,5,87,756,4468,37.95,29.89
200034635,CC du Kochersberg,23,9,162,515,24203,39.78,39.51
200034692,CA du Gard Rhodanien,44,29,530,2965,68556,63.41,70.19
200034700,CA Durance-Lubéron-Verdon Agglomération,25,14,494,2451,56408,46.19,48.58
200034718,"CC de Vitry, Champagne et Der",35,10,239,746,20950,74.1,73.64
200034726,CC Bastides de Lomagne,41,6,150,1676,9826,27.9,35.33
200034825,CA du Grand Guéret,25,11,244,2013,25952,52.65,58.2
200034833,CC des Bastides Dordogne-Périgord,47,8,221,2883,15367,24.84,35.75
200034874,CC Côtes de Meuse Woëvre,25,4,75,423,5886,31.84,44.0
200034882,CC Pays du Mont-Blanc,10,18,323,1685,41312,84.0,85.14
200034957,CC du Frontonnais,10,7,178,1342,27065,39.19,39.89
200035087,CA Terre de Provence,13,11,413,2673,59333,61.91,58.35
200035103,CC de la Vallée de la Haute-Sarthe,31,5,89,1112,5900,34.53,57.3
200035111,CC des Sources de l'Orne,23,7,111,1197,10356,49.86,64.86
200035129,CC de Cèze Cévennes,23,12,194,1332,16669,64.86,72.68
200035137,CC Marche Occitane - Val d'Anglin,17,4,75,1053,5658,30.75,52.0
200035202,CC Charlieu-Belmont,25,26,220,2018,21740,79.54,85.45
200035319,CA Var Esterel Méditerranée (Cavem),5,8,713,2359,112664,58.27,49.65
200035327,CC Cazals-Salviac,15,4,73,1052,4573,34.33,60.27
200035442,CC du Sud-Artois,64,19,245,1057,25254,59.27,61.63
200035459,CA d'Agen,31,25,670,4029,77588,55.39,54.78
200035533,CC du Grand Saint-Émilionnais,22,10,138,1511,11842,47.33,63.77
200035541,CC des Landes d'Armagnac,27,6,117,1720,9316,44.46,50.43
200035632,CC Armagnac Adour,24,3,91,1139,5843,20.51,24.18
200035665,CA Seine Eure,40,27,405,1357,58886,83.48,83.7
200035707,CC Piège Lauragais Malepère,38,10,169,1237,14741,38.09,41.42
200035715,CA Carcassonne Agglo,81,47,933,3160,106383,64.06,67.85
200035723,CC Ventoux Sud,11,3,84,809,8287,24.93,27.38
200035731,CA Roannais Agglomération,40,48,709,3923,89026,82.17,86.18
200035756,CC Astarac Arros en Gascogne,37,2,89,1451,6370,2.9,11.24
200035764,CC de la Beauce Loirétaine,23,4,133,682,15634,30.54,36.09
200035772,CC du Pays du Saintois,55,6,179,649,13500,20.35,16.2
200035814,CA Flers Agglo,42,27,368,3420,45880,65.22,73.64
200035848,CC du Châtillonnais en Berry,10,4,66,686,4964,58.4,75.76
200035855,CC Castelnaudary Lauragais Audois,43,15,250,1800,23648,68.19,64.4
200035863,"CC Région Lézignanaise, Corbières et Minervois",54,21,364,1228,30340,76.23,65.11
200035970,CC Vexin Centre,33,19,209,724,22787,55.82,55.98
200036069,CC du Pays de Mortagne-au-Perche,33,7,145,1491,11302,51.05,63.45
200036077,CC du Golfe de Saint-Tropez,12,11,469,2675,51480,35.4,49.04
200036135,CC Coeur de France,19,9,167,973,15930,67.27,73.05
200036150,CC des Hauts du Val de Saône,48,6,128,641,8027,38.02,48.44
200036465,CC de Thann-Cernay,16,6,258,658,34425,38.35,36.82
200036473,CA de Saintes,36,19,435,2775,54957,51.23,51.72
200036499,CC de Marana-Golo,10,9,221,651,18264,74.01,82.81
200036523,CC des Bastides en Haut-Agenais Périgord,43,11,188,3098,13736,21.38,29.26
200036549,CC Val de Gray,48,11,216,951,17337,60.93,66.2
200036572,CC Porte d'Aquitaine en Pays de Serres,13,5,58,788,4024,40.97,55.17
200037059,CC de la Haute Somme (Combles - Péronne - Roisel),60,15,275,1084,25416,56.4,56.73
200037133,CC du Provinois,39,16,259,1244,32379,67.89,69.88
200038958,CC de la Pieve de l'Ornano,28,9,143,924,9039,35.8,36.36
200038990,CC de Saint-Méen Montauban,17,20,200,2149,25563,74.56,93.0
200039022,CA Vitré Communauté,46,52,560,5082,79026,80.51,87.5
200039055,CC Ouche et Montagne,32,4,120,543,10557,29.36,25.0
200039063,"CC Forêts, Seine et Suzon",25,3,89,370,6488,30.82,28.09
200039204,CC de Lacq-Orthez,60,34,498,4279,47102,58.99,65.86
200039519,CC du Quercy Blanc,10,3,97,1557,6338,10.33,12.37
200039642,CC Le Tonnerrois en Bourgogne,52,9,185,842,13676,53.37,57.3
200039709,CC du Serein,35,5,99,586,5912,30.42,40.4
200039758,"CC Avallon, Vézelay, Morvan",48,7,211,1322,17029,43.94,52.61
200039808,CC des Gorges de l'Ardèche,20,8,170,1412,13009,42.09,51.18
200039824,CC Ardèche des Sources et Volcans,16,11,112,853,7468,71.05,82.14
200039832,CC Pays des Vans en Cévennes,15,6,86,1043,7494,33.15,39.53
200039857,CA du Pays de Grasse,23,23,619,2307,97510,84.59,84.01
200039865,Metz Métropole,44,39,1304,1801,179905,77.87,75.38
200039907,CC du Sud Messin,34,8,161,525,16322,53.69,53.42
200039915,CA Cannes Pays de Lérins,5,15,973,1247,144906,66.77,68.45
200039931,CC Alpes d'Azur,34,11,152,854,7030,44.09,51.32
200039949,CC Rives de Moselle,19,12,292,542,37348,78.46,78.77
200040038,CC Saône Doubs Bresse,27,6,109,975,11534,34.78,28.44
200040095,CC Isle Vern Salembre en Périgord,16,6,126,1688,16550,17.54,17.46
200040111,CC Coeur de Chartreuse,17,12,162,1199,15448,64.89,75.93
200040137,CC des Lacs de Champagne,43,6,122,640,8126,54.9,59.02
200040178,CC de l'Outre-Forêt,13,6,125,412,15034,51.57,56.0
200040202,CC Provence Verdon,15,10,165,1683,21798,40.61,51.52
200040210,CC Lacs et Gorges du Verdon,16,7,99,918,8325,24.19,31.31
200040244,CA du Bocage Bressuirais,33,51,556,5481,70772,67.96,81.47
200040251,CC Bassée-Montois,42,11,161,970,21700,31.59,40.99
200040277,CA du Pays de Dreux,81,37,834,3314,98719,64.34,69.3
200040293,CC du Clunisois,41,6,165,1299,11411,47.61,52.12
200040350,CC Bugey Sud,42,21,303,1918,30720,51.32,53.14
200040384,CC Isle Double Landais,9,7,102,1204,11008,56.7,81.37
200040392,CA Le Grand Périgueux,43,38,731,6544,88704,56.81,64.3
200040400,CC du Pays Ribéracois,44,9,219,2874,17012,29.83,49.32
200040418,CC du Pays de Serres en Quercy,22,8,111,1929,7444,32.61,59.46
200040426,CC du Val de l'Oise,32,13,137,610,15032,71.24,69.34
200040442,CA Luberon Monts de Vaucluse,16,15,383,2682,52154,63.0,67.89
200040459,CA Montélimar Agglomération,26,22,479,2678,63076,78.09,70.98
200040475,CC Loué - Brûlon - Noyen,29,9,169,1867,16888,45.45,58.58
200040491,CC Porte de Drômardèche,34,34,397,2933,43078,70.93,77.33
200040509,CC du Crestois et de Pays de Saillans Coeur de Drôme,15,6,145,913,14710,60.63,62.07
200040558,CC Écueillé-Valençay,18,6,117,1435,9410,37.27,45.3
200040566,CA de l'Ouest Rhodanien,31,41,425,3162,46934,86.95,92.71
200040574,CC Beaujolais Pierres Dorées,32,36,383,2136,51156,84.43,84.6
200040590,CA Villefranche Beaujolais Saône,18,25,472,1366,55612,87.98,86.44
200040624,CC Pays d'Apt-Luberon,25,13,269,2604,25656,58.59,65.43
200040657,CC de la Matheysine,43,16,210,1061,16220,66.56,71.43
200040681,CC Enclave des Papes-Pays de Grignan,19,11,185,1808,21372,73.75,75.14
200040715,Métropole Grenoble-Alpes-Métropole,49,73,2395,3789,367920,87.02,86.97
200040764,CC du Sud Corse,7,7,212,1812,19990,17.71,18.4
200040772,CC du Perche et Haut Vendômois,23,6,87,1026,8294,47.03,63.22
200040798,CC Val Vanoise,9,8,138,386,8124,57.86,61.59
200040814,CC Briance Sud Haute Vienne,11,7,97,1304,8040,39.01,60.82
200040830,CC du Pays de Fénelon,17,6,95,1503,7708,31.49,53.68
200040889,CC de Portes Sud Périgord,25,5,91,1266,7100,44.5,57.14
200040905,CC Carmausin-Ségala,32,14,229,2282,25002,63.52,72.05
200040947,CC de Flandre Intérieure,50,76,645,4743,93712,91.83,93.02
200040954,CC des Hauts de Flandre,40,43,379,2755,46536,86.86,90.5
200041010,CC Coeur de Savoie,41,20,286,1660,33128,63.67,56.99
200041051,CC Vallée de la Dordogne et Forêt Bessède,20,3,106,1229,6554,29.29,45.28
200041150,CC du Terrassonnais en Périgord Noir Thenon Hautefort,37,12,231,2520,18504,33.89,42.42
200041168,CC de la Vallée de l'Homme,26,9,165,2555,12827,28.91,43.64
200041283,CC de la Plaine du Rhin,19,8,144,460,16383,42.62,44.44
200041317,CA du Niortais,40,35,776,3445,117070,60.5,55.28
200041325,CC du Pays Rhénan,17,7,203,606,34110,52.43,52.22
200041333,CC de Parthenay-Gâtine,38,25,334,2915,32746,65.18,77.25
200041366,CC Rhône Crussol,13,11,212,1317,32853,61.69,75.47
200041416,CC Airvaudais-Val du Thouet,9,2,59,540,6505,34.14,52.54
200041440,CC de Domme - Villefranche du Périgord,23,7,109,1582,6900,31.2,55.96
200041465,CC Val Eyrieux,29,11,162,1454,11105,59.62,64.2
200041499,CC Aunis Atlantique,20,13,212,1228,31393,64.46,67.92
200041507,CA La Riviera du Levant,4,13,459,0,0,,57.52
200041515,CC du Bassin de Pont-à-Mousson,31,10,303,720,35210,64.5,65.02
200041523,CC de la Haute-Saintonge,129,33,710,7357,58467,25.24,33.8
200041556,CC Portes de la Creuse en Marche,16,6,83,1158,5856,35.25,61.45
200041572,CC Dronne et Belle,16,6,107,1761,10194,32.33,57.01
200041614,CC Aunis Sud,24,12,234,1387,30880,58.11,57.69
200041622,CC Ardennes Thiérache,37,7,116,821,8269,44.85,56.03
200041630,CA Ardenne Métropole,57,63,779,2190,109567,92.37,89.86
200041689,CC Vals de Saintonge,110,20,553,3732,46200,36.71,42.86
200041721,CC de la Haute Comté,38,11,209,1203,16312,48.21,57.89
200041762,CA Rochefort Océan,25,19,392,1927,61796,72.58,78.57
200041788,CA du Pays Nord Martinique,18,28,694,0,0,,51.59
200041853,CC du Pays de Montbozon et du Chanois,27,5,85,443,5906,44.56,48.24
200041861,CC du Triangle Vert,42,8,128,799,10561,39.89,36.72
200041879,CC Terres de Saône,38,5,147,702,12400,37.19,38.78
200041887,CC du Val Marnaysien,45,5,150,743,13897,25.44,35.33
200041960,CC Pévèle-Carembault,38,45,512,2442,91336,81.5,86.52
200041994,CC Haut Val de Sèvre,19,13,205,1521,27128,49.42,60.0
200042000,CC Bruyères-Vallons des Vosges,34,12,147,928,13490,70.03,70.07
200042174,CA Lorient Agglomération,25,70,1036,5708,192768,85.41,91.7
200042182,CC du Mont des Avaloirs,26,13,171,2108,14738,52.86,70.18
200042190,CA de la Porte du Hainaut,46,45,780,2536,133549,71.92,76.41
200042372,CC des Coteaux Arrats Gimone,30,5,115,1562,9526,50.04,60.87
200042414,CC Bresse Revermont 71,17,5,91,1430,9175,28.1,35.16
200042463,CC de la Montagne Noire,23,8,81,528,5038,51.79,58.02
200042497,CC Dombes Saône Vallée,19,18,259,1157,36132,81.61,84.56
200042604,"CC de Granville, Terre et Mer",32,23,301,2249,40614,66.31,78.07
200042620,CC de la Région de Suippes,16,4,63,305,6804,64.45,53.97
200042646,CC Grand Orb CC en Languedoc,24,12,182,1000,17329,68.11,75.27
200042653,CC Sud-Hérault,17,6,171,641,17712,37.89,38.01
200042703,CC de l'Argonne Champenoise,60,7,171,776,10926,40.87,54.39
200042729,CC de la Baie du Cotentin,23,14,182,1962,20864,58.05,75.82
200042901,CC Drôme Sud Provence,14,11,315,1872,40358,77.65,71.75
200042935,CA Haut - Bugey Agglomération,36,23,420,1417,51585,69.77,71.19
200042943,CC du Cap Corse,18,7,83,487,5082,50.46,56.63
200042992,CC Perthois-Bocage et Der,25,3,66,460,5253,24.49,25.76
200043016,CC Val de Charente,32,6,143,1278,12128,38.94,59.44
200043065,CC du Val d'Amboise,14,9,175,1206,25728,55.97,64.0
200043081,"CC Chinon, Vienne et Loire",19,8,183,1524,21135,44.55,43.72
200043123,CC Auray Quiberon Terre Atlantique,24,51,580,4536,87796,77.52,92.07
200043156,CC du Pays Rethélois,65,19,288,1131,28042,59.85,62.15
200043172,CA du Bassin de Brive,48,36,788,5832,96919,65.51,71.45
200043263,CC Coeur de l'Avesnois,43,25,230,1968,24430,68.35,73.48
200043321,CC du Pays de Mormal,53,35,328,2046,42056,74.06,78.05
200043354,CC de Villedieu Intercom,27,7,147,1994,13594,44.55,60.54
200043396,CA Maubeuge Val de Sambre,43,36,623,2380,105886,83.34,85.55
200043404,CC du Sud Avesnois,12,8,144,874,23067,61.18,60.42
200043438,CC de la Moivre à la Coole,28,5,101,473,9264,30.78,31.68
200043495,CA du Pays de Laon,38,15,287,945,38480,74.37,71.43
200043602,"CC des Albères, de la Côte Vermeille et de l'Illibéris",15,4,423,1465,55496,13.56,13.24
200043628,CC des Vallées du Clain,16,10,171,1310,24160,40.97,56.14
200043693,CC Terre Lorraine du Longuyonnais,27,6,96,507,13884,48.69,47.92
200043776,CC Pyrénées Audoises,61,11,229,1017,12318,46.17,41.92
200043974,CC du Sud Gironde,37,25,323,2605,35531,70.01,77.4
200043982,CC du Bazadais,31,8,166,2012,14828,24.46,31.93
200043990,CC Vallons de Haute-Bretagne Communauté,18,29,236,3233,43214,63.31,85.59
200044014,CC Creuse Grand Sud,26,11,135,1349,10024,44.03,53.33
200044030,CC des Sept Vallées,69,19,244,1516,25192,54.68,59.84
200044048,CC Osartis Marquion,49,26,283,1032,40556,62.77,66.43
200044253,CC du Bassin de Joinville en Champagne,59,6,177,690,11141,37.81,43.5
200044394,CC du Réolais en Sud Gironde,41,12,249,2145,19640,58.81,62.65
200044469,CC du Pays de Mirepoix,33,5,117,811,9524,53.88,52.99
200044618,CA du Douaisis (C.A.D.),35,44,724,1867,121996,82.42,85.36
200044691,CA du Nord Grande Terre,5,14,450,0,0,,63.78
200046977,Métropole de LYON,58,171,4352,5760,749965,95.01,93.08
200048551,CC du Pays de Craon,37,23,294,2699,26744,67.63,76.87
200049187,CA du Grand Verdun,25,7,194,547,23240,79.96,64.95
200049211,CC Conflent-Canigó,47,15,243,862,18241,66.12,60.91
200049484,CC Berry Grand Sud,32,7,139,2137,10103,20.04,29.5
200054781,Métropole du Grand Paris,122,333,16646,8962,3381268,91.8,91.82
200054807,Métropole d'Aix-Marseille-Provence,92,97,5781,21182,957729,47.19,47.59
200055481,CC Beauce Val de Loire,30,6,158,1006,19066,48.05,51.27
200055655,CA Roissy Pays de France,42,53,1687,1742,312414,77.72,72.55
200055887,CC Mayenne Communauté,33,31,303,2789,33726,79.88,91.09
200056232,CA Communauté Paris-Saclay,27,35,1353,1742,246630,85.42,80.04
200056380,CA Plaine Vallée,18,18,813,756,135948,83.29,85.85
200057859,CA Coeur d'Essonne Agglomération,21,13,837,1255,161378,71.76,68.34
200057958,CA Paris - Vallée de la Marne,12,17,800,938,192852,79.37,78.5
200058360,CC Entre Beauce et Perche,33,11,180,1234,19806,54.67,65.0
200058477,CA Val d'Yerres Val de Seine,9,13,625,812,142728,88.82,83.52
200058485,CA Val Parisis,15,32,1157,1133,229870,98.48,95.33
200058519,CA Saint-Germain Boucles de Seine,19,33,1258,1302,273296,92.44,93.24
200058782,CA de Saint-Quentin-en-Yvelines,12,20,912,1028,194473,73.51,74.23
200059228,CA Grand Paris Sud Seine Essonne Sénart,23,39,1485,1737,311248,85.13,82.96
200059392,CC Bièvre Isère,50,40,502,3631,52230,79.5,84.26
200059400,CC Porte Océane du Limousin,13,8,186,1868,23222,41.17,54.3
200059889,CU Grand Paris Seine et Oise,73,81,1905,3359,374710,86.95,83.67
200060010,CA Mauges Communauté,6,89,767,7165,120240,78.4,88.66
200065563,CC Normandie-Cabourg-Pays d'Auge,39,8,241,1517,28146,48.73,49.38
200065589,CC Val Ès Dunes,18,11,137,617,16788,80.18,85.4
200065597,CU Caen la Mer,47,79,1557,2633,219851,84.9,82.02
200065647,CA Pays de Montbéliard Agglomération,72,36,921,2340,116344,70.66,70.03
200065787,CC de Pont-Audemer / Val de Risle,26,19,209,1607,23725,74.05,83.25
200065886,CA Loire Forez Agglomération Lfa,87,58,765,5862,102571,66.24,72.16
200065894,CC de Forez-Est,42,37,504,3564,60334,72.64,73.61
200065928,CA Lannion-Trégor Communauté,57,60,709,8063,94034,65.53,73.91
200066009,CA Mulhouse Alsace Agglomération,39,45,1460,2459,239352,85.78,78.36
200066017,CC Lieuvin Pays d'Auge,46,11,168,2022,15272,37.38,52.38
200066025,CC Pays Rhin - Brisach,29,15,215,770,31990,51.28,61.86
200066033,CC Sud Alsace Largue,44,14,189,857,20495,68.37,71.43
200066041,CC Sundgau,64,26,358,1582,44469,52.14,55.59
200066058,CA Saint-Louis Agglomération,40,26,437,1364,71889,67.62,73.46
200066108,CC Haute Saulx et Perthois-Val d'Ornois,51,13,204,835,15318,50.49,46.57
200066116,CC Argonne-Meuse,38,5,106,520,6133,33.56,33.02
200066124,CA Gaillac-Graulhet,61,37,513,6440,68697,65.11,74.85
200066132,CC du Pays de Stenay et du Val Dunois,41,5,120,548,8364,46.75,49.17
200066140,CC de l'Aire à l'Argonne,47,5,109,566,6199,24.55,27.52
200066157,CC de Commercy - Void - Vaucouleurs,54,12,214,805,21036,58.98,54.67
200066165,CC Val de Meuse - Voie Sacrée,25,6,99,383,8340,57.76,55.56
200066173,CC de Damvillers Spincourt,41,4,100,495,7452,26.43,38.0
200066223,CC Arize Lèze,27,9,140,1361,9656,40.71,53.57
